TIme,Kecepatan Rata-Rata,Total Stop,Rata-rata Waiting time
1,3.078325,0,0
2,3.642074,0,0
3,4.246463,0,0
4,4.258924,0,0
5,4.190016,0,0
6,4.216326,0,0
7,3.758813,0,0
8,3.868153,0,0
9,3.695436,0,0
10,3.66144,1,0.16
11,3.43994,2,0.6799997
12,3.396265,2,1.799999
13,3.25323,2,2.819998
14,2.814461,7,0.9933329
15,2.845565,7,2.133332
16,2.741992,6,4.411108
17,2.974058,5,3.054998
18,2.924513,5,4.094997
19,2.79986,6,3.743331
20,2.721464,7,4.423996
21,2.984404,7,3.831664
22,2.534666,14,3.030555
23,2.371046,20,3.471452
24,2.192953,20,4.491454
25,2.720332,14,6.066984
26,2.566755,12,10.32062
27,2.664865,12,3.979632
28,2.34016,15,5.826502
29,2.572137,13,5.932009
30,2.345466,16,4.780467
31,2.181638,18,5.422973
32,2.061442,19,5.622139
33,2.295824,17,5.821953
34,2.369529,17,6.861959
35,2.317413,18,6.968635
36,2.065492,19,6.211483
37,1.999841,20,6.915489
38,3.697873,14,9.714055
39,2.440343,11,5.538906
40,3.407622,12,6.153196
41,5.669002,13,6.815582
42,2.483302,13,7.835589
43,2.383676,14,8.513744
44,2.303785,15,9.261605
45,2.612115,12,11.6173
46,2.602476,12,9.779384
47,2.844597,8,9.231727
48,2.78747,8,10.35175
49,2.715329,8,11.4151
50,2.547644,11,9.188415
51,2.459023,14,6.864945
52,2.371944,15,6.969387
53,2.39628,13,8.839874
54,2.628671,7,25.90278
55,2.673219,9,10.95829
56,2.764631,7,8.293375
57,3.390912,8,8.382253
58,2.730306,7,10.4734
59,2.655995,10,5.717661
60,2.545606,12,6.125879
61,2.562934,10,8.813183
62,2.798573,6,3.995014
63,2.522766,7,4.493012
64,2.410781,10,3.56223
65,2.424511,13,3.495839
66,2.274459,12,3.958092
67,4.200358,14,3.715
68,2.1349,14,4.733128
69,2.15227,15,4.906343
70,2.105392,17,5.327285
71,1.975014,17,6.393957
72,2.205086,18,7.292245
73,2.266542,14,8.046531
74,2.500129,9,6.017159
75,2.344255,14,8.458764
76,2.336919,12,5.891692
77,2.17581,16,5.75044
78,2.475979,14,5.81378
79,2.352286,14,7.651711
80,5.770285,14,8.793386
81,2.212116,18,6.476038
82,2.074051,18,9.083838
83,2.045044,19,9.716072
84,1.797703,22,7.949562
85,1.888444,20,12.79553
86,2.154662,15,7.671711
87,1.964189,18,15.79095
88,1.867311,19,13.46582
89,1.949109,20,14.37283
90,1.849379,22,11.34152
91,1.78853,22,12.4179
92,1.826684,23,13.4345
93,1.700916,23,12.22921

